Attaching to upgrade_om_1, upgrade_dn1_1, upgrade_s3g_1, upgrade_recon_1, upgrade_dn3_1, upgrade_dn2_1, upgrade_scm_1
dn1_1    | 2020-10-29 20:14:49 INFO  HddsDatanodeService:51 - STARTUP_MSG: 
dn1_1    | 	at org.apache.ratis.thirdparty.io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1HalfClosed.runInContext(ServerImpl.java:814)
dn1_1    | 	at org.apache.ratis.thirdparty.io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
dn1_1    | 	at org.apache.ratis.thirdparty.io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
dn1_1    | 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
dn1_1    | 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
dn1_1    | 	at java.base/java.lang.Thread.run(Thread.java:834)
dn1_1    | Caused by: org.apache.ratis.protocol.AlreadyExistsException: ab254e6a-34bd-4d8d-8607-d4954e16294e: Failed to add group-F0CE90DDBE5A:[ab254e6a-34bd-4d8d-8607-d4954e16294e:10.9.0.11:9858, d744f8a3-43c5-403b-adfe-c2462296507e:10.9.0.12:9858, e30544d8-4588-4542-982c-10ab1a7edf1b:10.9.0.13:9858] since the group already exists in the map.
dn1_1    | 	at org.apache.ratis.server.impl.RaftServerProxy$ImplMap.addNew(RaftServerProxy.java:83)
dn1_1    | 	at org.apache.ratis.server.impl.RaftServerProxy.groupAddAsync(RaftServerProxy.java:378)
dn1_1    | 	... 13 more
dn1_1    | 2020-10-29 20:15:19 INFO  FollowerState:108 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4-FollowerState: change to CANDIDATE, lastRpcTime:5150ms, electionTimeout:5119ms
dn1_1    | 2020-10-29 20:15:19 INFO  RoleInfo:121 - ab254e6a-34bd-4d8d-8607-d4954e16294e: shutdown FollowerState
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerImpl:172 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4: changes role from  FOLLOWER to CANDIDATE at term 0 for changeToCandidate
dn1_1    | 2020-10-29 20:15:19 INFO  RoleInfo:143 - ab254e6a-34bd-4d8d-8607-d4954e16294e: start LeaderElection
dn1_1    | 2020-10-29 20:15:19 INFO  LeaderElection:206 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4-LeaderElection1: begin an election at term 1 for -1: [ab254e6a-34bd-4d8d-8607-d4954e16294e:10.9.0.11:9858], old=null
dn1_1    | 2020-10-29 20:15:19 INFO  RoleInfo:134 - ab254e6a-34bd-4d8d-8607-d4954e16294e: shutdown LeaderElection
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerImpl:172 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4: changes role from CANDIDATE to LEADER at term 1 for changeToLeader
dn1_1    | 2020-10-29 20:15:19 INFO  XceiverServerRatis:744 - Leader change notification received for group: group-03080C79A2A4 with new leaderId: ab254e6a-34bd-4d8d-8607-d4954e16294e
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerImpl:255 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4: change Leader from null to ab254e6a-34bd-4d8d-8607-d4954e16294e at term 1 for becomeLeader, leader elected after 5728ms
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerConfigKeys:43 - raft.server.staging.catchup.gap = 1000 (default)
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerConfigKeys:43 - raft.server.rpc.sleep.time = 25ms (default)
dn1_1    | 2020-10-29 20:15:19 INFO  RatisMetrics:39 - Creating Metrics Registry : ratis.log_appender.ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerConfigKeys:43 - raft.server.write.element-limit = 1024 (custom)
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerConfigKeys:43 - raft.server.write.byte-limit = 1073741824 (custom)
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerConfigKeys:43 - raft.server.watch.timeout = 180s (custom)
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerConfigKeys:43 - raft.server.watch.timeout.denomination = 1s (default)
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerConfigKeys:43 - raft.server.watch.element-limit = 65536 (default)
dn1_1    | 2020-10-29 20:15:19 INFO  RoleInfo:143 - ab254e6a-34bd-4d8d-8607-d4954e16294e: start LeaderState
dn1_1    | 2020-10-29 20:15:19 INFO  SegmentedRaftLogWorker:391 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4-SegmentedRaftLogWorker: Starting segment from index:0
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerImpl:356 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4: set configuration 0: [ab254e6a-34bd-4d8d-8607-d4954e16294e:10.9.0.11:9858], old=null at 0
dn1_1    | 2020-10-29 20:15:19 INFO  FollowerState:108 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-F0CE90DDBE5A-FollowerState: change to CANDIDATE, lastRpcTime:5115ms, electionTimeout:5089ms
dn1_1    | 2020-10-29 20:15:19 INFO  RoleInfo:121 - ab254e6a-34bd-4d8d-8607-d4954e16294e: shutdown FollowerState
dn1_1    | 2020-10-29 20:15:19 INFO  RaftServerImpl:172 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-F0CE90DDBE5A: changes role from  FOLLOWER to CANDIDATE at term 0 for changeToCandidate
dn1_1    | 2020-10-29 20:15:19 INFO  RoleInfo:143 - ab254e6a-34bd-4d8d-8607-d4954e16294e: start LeaderElection
dn1_1    | 2020-10-29 20:15:19 INFO  SegmentedRaftLogWorker:583 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-03080C79A2A4-SegmentedRaftLogWorker: created new log segment /data/metadata/ratis/d104e0e2-8517-4aeb-9b8d-03080c79a2a4/current/log_inprogress_0
dn1_1    | 2020-10-29 20:15:19 INFO  LeaderElection:206 - ab254e6a-34bd-4d8d-8607-d4954e16294e@group-F0CE90DDBE5A-LeaderElection2: begin an election at term 1 for -1: [ab254e6a-34bd-4d8d-8607-d4954e16294e:10.9.0.11:9858, d744f8a3-43c5-403b-adfe-c2462296507e:10.9.0.12:9858, e30544d8-4588-4542-982c-10ab1a7edf1b:10.9.0.13:9858], old=null
om_1     | STARTUP_MSG:   classpath = /etc/hadoop:/opt/hadoop/share/hadoop/common/*:/opt/hadoop/share/ozone/lib/hadoop-hdds-common-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/kerb-simplekdc-1.0.1.jar:/opt/hadoop/share/ozone/lib/ratis-netty-0.5.0.jar:/opt/hadoop/share/ozone/lib/protobuf-java-2.5.0.jar:/opt/hadoop/share/ozone/lib/ratis-client-0.5.0.jar:/opt/hadoop/share/ozone/lib/bcpkix-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/sqlite-jdbc-3.25.2.jar:/opt/hadoop/share/ozone/lib/netty-3.10.5.Final.jar:/opt/hadoop/share/ozone/lib/commons-validator-1.6.jar:/opt/hadoop/share/ozone/lib/jaxb-impl-2.3.0.1.jar:/opt/hadoop/share/ozone/lib/ratis-proto-0.5.0.jar:/opt/hadoop/share/ozone/lib/kerb-core-1.0.1.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-config-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/jsr305-3.0.0.jar:/opt/hadoop/share/ozone/lib/leveldbjni-all-1.8.jar:/opt/hadoop/share/ozone/lib/j2objc-annotations-1.3.jar:/opt/hadoop/share/ozone/lib/jetty-io-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/htrace-core4-4.1.0-incubating.jar:/opt/hadoop/share/ozone/lib/hadoop-annotations-3.2.0.jar:/opt/hadoop/share/ozone/lib/jetty-http-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/kerb-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-xml-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/jackson-jaxrs-1.9.13.jar:/opt/hadoop/share/ozone/lib/ratis-thirdparty-misc-0.3.0.jar:/opt/hadoop/share/ozone/lib/ratis-grpc-0.5.0.jar:/opt/hadoop/share/ozone/lib/kerby-xdr-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/jetty-server-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/commons-net-3.6.jar:/opt/hadoop/share/ozone/lib/log4j-api-2.11.0.jar:/opt/hadoop/share/ozone/lib/netty-all-4.0.52.Final.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-3.2.0.jar:/opt/hadoop/share/ozone/lib/jline-0.9.94.jar:/opt/hadoop/share/ozone/lib/ratis-server-0.5.0.jar:/opt/hadoop/share/ozone/lib/opentracing-api-0.31.0.jar:/opt/hadoop/share/ozone/lib/slf4j-log4j12-1.7.25.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-client-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerby-config-1.0.1.jar:/opt/hadoop/share/ozone/lib/libthrift-0.12.0.jar:/opt/hadoop/share/ozone/lib/jetty-util-ajax-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/metrics-core-3.2.4.jar:/opt/hadoop/share/ozone/lib/guava-28.2-jre.jar:/opt/hadoop/share/ozone/lib/kerby-pkix-1.0.1.jar:/opt/hadoop/share/ozone/lib/xz-1.0.jar:/opt/hadoop/share/ozone/lib/jetty-servlet-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/nimbus-jose-jwt-4.41.1.jar:/opt/hadoop/share/ozone/lib/jsr311-api-1.1.1.jar:/opt/hadoop/share/ozone/lib/commons-beanutils-1.9.4.jar:/opt/hadoop/share/ozone/lib/jetty-security-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/javax.servlet-api-3.1.0.jar:/opt/hadoop/share/ozone/lib/kerb-server-1.0.1.jar:/opt/hadoop/share/ozone/lib/zookeeper-3.4.13.jar:/opt/hadoop/share/ozone/lib/avro-1.7.7.jar:/opt/hadoop/share/ozone/lib/kerb-client-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-xc-1.9.13.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-client-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/disruptor-3.4.2.jar:/opt/hadoop/share/ozone/lib/curator-framework-2.12.0.jar:/opt/hadoop/share/ozone/lib/simpleclient_common-0.7.0.jar:/opt/hadoop/share/ozone/lib/dnsjava-2.1.7.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-docs-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/commons-configuration2-2.1.1.jar:/opt/hadoop/share/ozone/lib/json-smart-2.3.jar:/opt/hadoop/share/ozone/lib/token-provider-1.0.1.jar:/opt/hadoop/share/ozone/lib/log4j-1.2.17.jar:/opt/hadoop/share/ozone/lib/commons-daemon-1.0.13.jar:/opt/hadoop/share/ozone/lib/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/opt/hadoop/share/ozone/lib/hadoop-ozone-client-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/bcprov-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/jetty-webapp-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/commons-lang3-3.7.jar:/opt/hadoop/share/ozone/lib/commons-compress-1.4.1.jar:/opt/hadoop/share/ozone/lib/jaeger-client-0.34.0.jar:/opt/hadoop/share/ozone/lib/accessors-smart-1.2.jar:/opt/hadoop/share/ozone/lib/re2j-1.1.jar:/opt/hadoop/share/ozone/lib/curator-recipes-2.12.0.jar:/opt/hadoop/share/ozone/lib/jackson-core-2.9.9.jar:/opt/hadoop/share/ozone/lib/commons-math3-3.1.1.jar:/opt/hadoop/share/ozone/lib/simpleclient_dropwizard-0.7.0.jar:/opt/hadoop/share/ozone/lib/opentracing-noop-0.31.0.jar:/opt/hadoop/share/ozone/lib/simpleclient-0.7.0.jar:/opt/hadoop/share/ozone/lib/httpclient-4.5.2.jar:/opt/hadoop/share/ozone/lib/jaeger-core-0.34.0.jar:/opt/hadoop/share/ozone/lib/asm-5.0.4.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-tools-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/curator-client-2.12.0.jar:/opt/hadoop/share/ozone/lib/audience-annotations-0.5.0.jar:/opt/hadoop/share/ozone/lib/kerby-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/failureaccess-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/rocksdbjni-6.0.1.jar:/opt/hadoop/share/ozone/lib/jsp-api-2.1.jar:/opt/hadoop/share/ozone/lib/jsch-0.1.54.jar:/opt/hadoop/share/ozone/lib/opentracing-tracerresolver-0.1.5.jar:/opt/hadoop/share/ozone/lib/paranamer-2.3.jar:/opt/hadoop/share/ozone/lib/log4j-core-2.11.0.jar:/opt/hadoop/share/ozone/lib/commons-codec-1.11.jar:/opt/hadoop/share/ozone/lib/commons-pool2-2.6.0.jar:/opt/hadoop/share/ozone/lib/gson-2.2.4.jar:/opt/hadoop/share/ozone/lib/ratis-metrics-0.5.0.jar:/opt/hadoop/share/ozone/lib/jcip-annotations-1.0-1.jar:/opt/hadoop/share/ozone/lib/kerb-admin-1.0.1.jar:/opt/hadoop/share/ozone/lib/okio-1.13.0.jar:/opt/hadoop/share/ozone/lib/commons-io-2.5.jar:/opt/hadoop/share/ozone/lib/snakeyaml-1.16.jar:/opt/hadoop/share/ozone/lib/jetty-util-9.4.26.v20200117.jar:/opt/hadoop/share/ozone/lib/jersey-core-1.19.jar:/opt/hadoop/share/ozone/lib/checker-qual-2.10.0.jar:/opt/hadoop/share/ozone/lib/jackson-databind-2.9.9.jar:/opt/hadoop/share/ozone/lib/error_prone_annotations-2.3.4.jar:/opt/hadoop/share/ozone/lib/jackson-datatype-jsr310-2.9.9.jar:/opt/hadoop/share/ozone/lib/picocli-3.9.6.jar:/opt/hadoop/share/ozone/lib/jaeger-thrift-0.34.0.jar:/opt/hadoop/share/ozone/lib/ratis-common-0.5.0.jar:/opt/hadoop/share/ozone/lib/hadoop-ozone-common-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/jackson-annotations-2.9.9.jar:/opt/hadoop/share/ozone/lib/commons-cli-1.2.jar:/opt/hadoop/share/ozone/lib/woodstox-core-5.0.3.jar:/opt/hadoop/share/ozone/lib/javax.annotation-api-1.2.jar:/opt/hadoop/share/ozone/lib/snappy-java-1.0.5.jar:/opt/hadoop/share/ozone/lib/jaeger-tracerresolver-0.34.0.jar:/opt/hadoop/share/ozone/lib/kerby-asn1-1.0.1.jar:/opt/hadoop/share/ozone/lib/okhttp-3.9.0.jar:/opt/hadoop/share/ozone/lib/stax2-api-3.1.4.jar:/opt/hadoop/share/ozone/lib/commons-digester-1.8.1.jar:/opt/hadoop/share/ozone/lib/commons-collections-3.2.2.jar:/opt/hadoop/share/ozone/lib/jettison-1.1.jar:/opt/hadoop/share/ozone/lib/commons-text-1.4.jar:/opt/hadoop/share/ozone/lib/jersey-servlet-1.19.jar:/opt/hadoop/share/ozone/lib/jersey-json-1.19.jar:/opt/hadoop/share/ozone/lib/slf4j-api-1.7.25.jar:/opt/hadoop/share/ozone/lib/commons-logging-1.1.3.jar:/opt/hadoop/share/ozone/lib/kerb-identity-1.0.1.jar:/opt/hadoop/share/ozone/lib/opentracing-util-0.31.0.jar:/opt/hadoop/share/ozone/lib/hadoop-common-3.2.0.jar:/opt/hadoop/share/ozone/lib/hadoop-auth-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerb-common-1.0.1.jar:/opt/hadoop/share/ozone/lib/jersey-server-1.19.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-server-framework-0.5.0-beta.jar:/opt/hadoop/share/ozone/lib/kerb-crypto-1.0.1.jar:/opt/hadoop/share/ozone/lib/httpcore-4.4.4.jar:/opt/hadoop/share/ozone/web:/opt/hadoop/share/ozone/lib/hadoop-ozone-ozone-manager-0.5.0-beta.jar
om_1     | STARTUP_MSG:   build = https://github.com/apache/hadoop.git -r e97acb3bd8f3befd27418996fa5d4b50bf2e17bf; compiled by 'sunilg' on 2019-01-15T17:34Z
om_1     | STARTUP_MSG:   java = 11.0.3
om_1     | ************************************************************/
om_1     | 2020-10-29 20:15:11 INFO  OzoneManagerStarter:51 - registered UNIX signal handlers for [TERM, HUP, INT]
om_1     | 2020-10-29 20:15:12 INFO  OMHANodeDetails:104 - ozone.om.internal.service.id is not defined, falling back to ozone.om.service.ids to find serviceID for OzoneManager if it is HA enabled cluster
om_1     | 2020-10-29 20:15:12 INFO  OMHANodeDetails:207 - Configuration either no ozone.om.address set. Falling back to the default OM address om/10.9.0.14:9862
om_1     | 2020-10-29 20:15:12 INFO  OMHANodeDetails:237 - OM Service ID is not set. Setting it to the default ID: omServiceIdDefault
om_1     | 2020-10-29 20:15:12 WARN  ServerUtils:225 - ozone.om.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
om_1     | 2020-10-29 20:15:12 WARN  NativeCodeLoader:60 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
om_1     | 2020-10-29 20:15:12 WARN  ServerUtils:225 - ozone.om.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
om_1     | 2020-10-29 20:15:14 WARN  ServerUtils:225 - ozone.om.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
om_1     | 2020-10-29 20:15:15 INFO  CallQueueManager:84 - Using callQueue: class java.util.concurrent.LinkedBlockingQueue, queueCapacity: 2000, scheduler: class org.apache.hadoop.ipc.DefaultRpcScheduler, ipcBackoff: false.
om_1     | 2020-10-29 20:15:15 INFO  Server:1074 - Starting Socket Reader #1 for port 9862
om_1     | 2020-10-29 20:15:16 INFO  MetricsConfig:118 - Loaded properties from hadoop-metrics2.properties
om_1     | 2020-10-29 20:15:16 INFO  MetricsSystemImpl:374 - Scheduled Metric snapshot period at 10 second(s).
om_1     | 2020-10-29 20:15:16 INFO  MetricsSystemImpl:191 - OzoneManager metrics system started
om_1     | 2020-10-29 20:15:16 INFO  OzoneManager:1105 - OzoneManager RPC server is listening at om/10.9.0.14:9862
om_1     | 2020-10-29 20:15:17 INFO  Server:1153 - IPC Server listener on 9862: starting
om_1     | 2020-10-29 20:15:17 INFO  Server:1314 - IPC Server Responder: starting
om_1     | 2020-10-29 20:15:17 INFO  BaseHttpServer:170 - Starting Web-server for ozoneManager at: http://0.0.0.0:9874
om_1     | 2020-10-29 20:15:17 INFO  log:169 - Logging initialized @6817ms to org.eclipse.jetty.util.log.Slf4jLog
om_1     | 2020-10-29 20:15:17 INFO  AuthenticationFilter:240 - Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
om_1     | 2020-10-29 20:15:17 INFO  HttpRequestLog:86 - Http request log for http.requests.ozoneManager is not defined
om_1     | 2020-10-29 20:15:17 INFO  HttpServer2:970 - Added global filter 'safety' (class=org.apache.hadoop.hdds.server.http.HttpServer2$QuotingInputFilter)
om_1     | 2020-10-29 20:15:17 INFO  HttpServer2:946 - Added filter static_user_filter (class=org.apache.hadoop.hdds.server.http.StaticUserWebFilter$StaticUserFilter) to context ozoneManager
om_1     | 2020-10-29 20:15:17 INFO  HttpServer2:954 - Added filter static_user_filter (class=org.apache.hadoop.hdds.server.http.StaticUserWebFilter$StaticUserFilter) to context logs
om_1     | 2020-10-29 20:15:17 INFO  HttpServer2:954 - Added filter static_user_filter (class=org.apache.hadoop.hdds.server.http.StaticUserWebFilter$StaticUserFilter) to context static
om_1     | 2020-10-29 20:15:17 INFO  HttpServer2:1188 - Jetty bound to port 9874
om_1     | 2020-10-29 20:15:17 INFO  Server:359 - jetty-9.4.26.v20200117; built: 2020-01-17T12:35:33.676Z; git: 7b38981d25d14afb4a12ff1f2596756144edf695; jvm 11.0.3+7-LTS
om_1     | 2020-10-29 20:15:17 INFO  session:333 - DefaultSessionIdManager workerName=node0
om_1     | 2020-10-29 20:15:17 INFO  session:338 - No SessionScavenger set, using defaults
om_1     | 2020-10-29 20:15:17 INFO  session:140 - node0 Scavenging every 660000ms
om_1     | 2020-10-29 20:15:17 INFO  ContextHandler:825 - Started o.e.j.s.ServletContextHandler@506a1372{logs,/logs,file:///var/log/hadoop/,AVAILABLE}
dn2_1    | 2020-10-29 20:15:14 INFO  RaftServerConfigKeys:43 - raft.server.snapshot.auto.trigger.enabled = true (custom)
dn2_1    | 2020-10-29 20:15:14 INFO  RaftServerConfigKeys:43 - raft.server.snapshot.auto.trigger.threshold = 10000 (custom)
dn2_1    | 2020-10-29 20:15:14 INFO  RaftServerConfigKeys:43 - raft.server.snapshot.retention.file.num = 5 (custom)
dn2_1    | 2020-10-29 20:15:14 INFO  RaftServerConfigKeys:43 - raft.server.retrycache.expirytime = 600000ms (custom)
dn2_1    | 2020-10-29 20:15:14 INFO  RatisMetrics:39 - Creating Metrics Registry : ratis.leader_election.d744f8a3-43c5-403b-adfe-c2462296507e@group-AC680A30FA30
dn2_1    | 2020-10-29 20:15:14 INFO  RatisMetrics:39 - Creating Metrics Registry : ratis.server.d744f8a3-43c5-403b-adfe-c2462296507e@group-AC680A30FA30
dn2_1    | 2020-10-29 20:15:14 INFO  RaftServerImpl:183 - d744f8a3-43c5-403b-adfe-c2462296507e@group-AC680A30FA30: start as a follower, conf=-1: [d744f8a3-43c5-403b-adfe-c2462296507e:10.9.0.12:9858], old=null
dn2_1    | 2020-10-29 20:15:14 INFO  RaftServerImpl:172 - d744f8a3-43c5-403b-adfe-c2462296507e@group-AC680A30FA30: changes role from      null to FOLLOWER at term 0 for startAsFollower
dn2_1    | 2020-10-29 20:15:14 INFO  RoleInfo:143 - d744f8a3-43c5-403b-adfe-c2462296507e: start FollowerState
dn2_1    | 2020-10-29 20:15:14 INFO  JmxRegister:44 - Successfully registered JMX Bean with object name Ratis:service=RaftServer,group=group-AC680A30FA30,id=d744f8a3-43c5-403b-adfe-c2462296507e
dn2_1    | 2020-10-29 20:15:14 INFO  RatisMetrics:39 - Creating Metrics Registry : ratis.state_machine.d744f8a3-43c5-403b-adfe-c2462296507e@group-AC680A30FA30
dn2_1    | 2020-10-29 20:15:15 INFO  CreatePipelineCommandHandler:109 - Created Pipeline RATIS ONE #id: "8eb5a32f-7c89-422a-bb01-ac680a30fa30"
dn2_1    | .
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerProxy:89 - d744f8a3-43c5-403b-adfe-c2462296507e: addNew group-F0CE90DDBE5A:[ab254e6a-34bd-4d8d-8607-d4954e16294e:10.9.0.11:9858, d744f8a3-43c5-403b-adfe-c2462296507e:10.9.0.12:9858, e30544d8-4588-4542-982c-10ab1a7edf1b:10.9.0.13:9858] returns group-F0CE90DDBE5A:java.util.concurrent.CompletableFuture@5cd5a2c5[Not completed]
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerImpl:97 - d744f8a3-43c5-403b-adfe-c2462296507e: new RaftServerImpl for group-F0CE90DDBE5A:[ab254e6a-34bd-4d8d-8607-d4954e16294e:10.9.0.11:9858, d744f8a3-43c5-403b-adfe-c2462296507e:10.9.0.12:9858, e30544d8-4588-4542-982c-10ab1a7edf1b:10.9.0.13:9858] with ContainerStateMachine:uninitialized
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerConfigKeys:43 - raft.server.rpc.timeout.min = 5s (custom)
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerConfigKeys:43 - raft.server.rpc.timeout.max = 5200ms (custom)
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerConfigKeys:43 - raft.server.rpcslowness.timeout = 300s (custom)
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerConfigKeys:43 - raft.server.sleep.deviation.threshold = 300 (default)
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerConfigKeys:43 - raft.server.log.appender.install.snapshot.enabled = false (custom)
dn2_1    | 2020-10-29 20:15:15 INFO  RaftServerImpl:103 - d744f8a3-43c5-403b-adfe-c2462296507e@group-F0CE90DDBE5A: ConfigurationManager, init=-1: [ab254e6a-34bd-4d8d-8607-d4954e16294e:10.9.0.11:9858, d744f8a3-43c5-403b-adfe-c2462296507e:10.9.0.12:9858, e30544d8-4588-4542-982c-10ab1a7edf1b:10.9.0.13:9858], old=null, confs=<EMPTY_MAP>
